ind,sampling_year,sampling_month,sampling_loc,seq_library,library_type,SL_mm,TL_mm,mass_g,juvenile,raw_reads,assem_reads,assem_pct,pheno_ID,pheno_sex,pca_ID_RAD,pca_ID_GBS,entropy_ID,spp_agree,checkHets_quality,keep,comments,final_ID
KAS17.GQI132,2017,September,Kasanga,GQI132,RAD,225,260,111,N,2164898,1958244,90.45%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS18.GQI132,2017,September,Kasanga,GQI132,RAD,192,224,79,N,3424427,3087981,90.18%,Lsta,,Lsta,,,,1,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS19.GQI128,2017,September,Kasanga,GQI128,RAD,205,241,90,N,2425192,2162323,89.16%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS20.GQI132,2017,September,Kasanga,GQI132,RAD,197,232,88,N,1506849,1361846,90.38%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS21.GQI128,2017,September,Kasanga,GQI128,RAD,195,225,79,N,2483888,2231761,89.85%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS22.GQI132,2017,September,Kasanga,GQI132,RAD,185,212,67,N,1202312,1089149,90.59%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS23.GQI132,2017,September,Kasanga,GQI132,RAD,186,221,76,N,2406484,2167996,90.09%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS53.GQI132,2017,September,Kasanga,GQI132,RAD,183,211,64,N,4421620,3987165,90.17%,Lsta,,Lsta,,,,1,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAG04.GQI128,2017,September,Kagunga,GQI128,RAD,269,303,172,N,3555491,3201002,90.03%,Lsta,,Lsta,,,,2,Y,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635857,Lsta
KAG06.GQI132,2017,September,Kagunga,GQI132,RAD,213,247,99,N,2614481,2362920,90.38%,Lsta,,Lsta,,,,2,Y,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635858,Lsta
KAG05.GQI133,2017,September,Kagunga,GQI133,RAD,211,241,87,N,3605881,3215164,89.16%,Lsta,,Lsta,,,,1,Y,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635858,Lsta
KAG07.GQI132,2017,September,Kagunga,GQI132,RAD,230,262,115,N,4562310,4122028,90.35%,Lsta,,Lsta,,,,1,Y,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635859,Lsta
KAG08.GQI132,2017,September,Kagunga,GQI132,RAD,223,260,101,N,3019179,2725880,90.29%,Lsta,,Lsta,,,,2,Y,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635860,Lsta
KAG09.GQI132,2017,September,Kagunga,GQI132,RAD,230,261,124,N,1641057,1488728,90.72%,Lsta,,Lsta,,,,2,Y,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635861,Lsta
KAG11.GQI128,2017,September,Kagunga,GQI128,RAD,223,257,108,N,2010870,1811687,90.09%,Lsta,,Lsta,,,,3,N,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635862,#N/A
KAG12.GQI128,2017,September,Kagunga,GQI128,RAD,233,262,111,N,2658452,2395273,90.10%,Lsta,,Lsta,,,,4,N,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635863,#N/A
KAG13.GQI132,2017,September,Kagunga,GQI132,RAD,220,250,97,N,2584591,2339244,90.51%,Lsta,,Lsta,,,,4,N,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635864,#N/A
KAG14.GQI128,2017,September,Kagunga,GQI128,RAD,228,262,123,N,1691096,1518152,89.77%,Lsta,,Lsta,,,,3,N,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635865,#N/A
KAG15.GQI128,2017,September,Kagunga,GQI128,RAD,235,271,132,N,1757157,1551017,88.27%,Lsta,,Lsta,,,,4,N,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635866,#N/A
KAG16.GQI132,2017,September,Kagunga,GQI132,RAD,256,252,110,N,3791784,3409433,89.92%,Lsta,,Lsta,,,,2,Y,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635867,Lsta
KAG17.GQI128,2017,September,Kagunga,GQI128,RAD,250,285,139,N,1612908,1449263,89.85%,Lsta,,Lsta,,,,3,N,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635868,#N/A
KAG18.GQI128,2017,September,Kagunga,GQI128,RAD,219,250,106,N,2400800,2162306,90.07%,Lsta,,Lsta,,,,3,N,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635869,#N/A
KAG19.GQI132,2017,September,Kagunga,GQI132,RAD,240,270,114,N,2213857,2000268,90.35%,Lsta,,Lsta,,,,2,Y,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635870,Lsta
KAG20.GQI132,2017,September,Kagunga,GQI132,RAD,243,273,124,N,2913969,2629667,90.24%,Lsta,,Lsta,,,,1,Y,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635871,Lsta
KAG20.GQI133,2017,September,Kagunga,GQI133,RAD,243,273,124,N,2245970,2027629,90.28%,Lsta,,Lsta,,,,3,N,We bought the fish on the Lake offshore a bit South of Kagunga. Coordinates -4.557099 29.635872,#N/A
KAG21.GQI132,2017,September,Kagunga,GQI132,RAD,235,270,130,N,1686707,1523275,90.31%,Lsta,,Lsta,,,,3,N,Fish were organised by the fisherman cooperation,#N/A
KAG22.GQI132,2017,September,Kagunga,GQI132,RAD,208,243,87,N,2001467,1813537,90.61%,Lsta,,Lsta,,,,2,Y,Fish were organised by the fisherman cooperation,Lsta
KAG22.GQI133,2017,September,Kagunga,GQI133,RAD,208,243,87,N,2610980,2331797,89.31%,Lsta,,Lsta,,,,2,Y,Fish were organised by the fisherman cooperation,Lsta
KAG23.GQI128,2017,September,Kagunga,GQI128,RAD,192,223,74,N,2291728,2057047,89.76%,Lsta,,Lsta,,,,2,Y,Fish were organised by the fisherman cooperation,Lsta
KAG24.GQI128,2017,September,Kagunga,GQI128,RAD,217,253,100,N,3065135,2759205,90.02%,Lsta,,Lsta,,,,2,Y,Fish were organised by the fisherman cooperation,Lsta
KAG26.GQI128,2017,September,Kagunga,GQI128,RAD,213,241,93,N,1680942,1515247,90.14%,Lsta,,Lsta,,,,3,N,Fish were organised by the fisherman cooperation,#N/A
KAG27.GQI128,2017,September,Kagunga,GQI128,RAD,233,272,143,N,1018015,916790,90.06%,Lsta,,Lsta,,,,3,N,Fish were organised by the fisherman cooperation,#N/A
KAG28.GQI128,2017,September,Kagunga,GQI128,RAD,216,252,104,N,1734326,1560463,89.98%,Lsta,,Lsta,,,,2,Y,Fish were organised by the fisherman cooperation,Lsta
